Executing whmapi1 listaccts search= searchtype=owner
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 ~all"']
D: linea-namjestaj.hr
                 A: ['178.218.166.201']
                MX: [('linea-namjestaj.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: milohanic.com
                 A: ['178.218.166.201']
                MX: [('milohanic.com', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: sandimilohanic.com
                 A: ['178.218.166.201']
                MX: [('sandimilohanic.com', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: elektronickeknjige.com
                 A: ['178.218.166.201']
                MX: [('elektronickeknjige.com', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D:      dpkm.org
                 A: ['178.218.166.201']
                MX: [('aspmx.l.google.com', ['173.194.76.26']), ('alt1.aspmx.l.google.com', ['74.125.205.26']), ('alt2.aspmx.l.google.com', ['74.125.68.26']), ('alt3.aspmx.l.google.com', ['108.177.97.27']), ('alt4.aspmx.l.google.com', ['74.125.195.27'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 include:_spf.google.com ~all"']
D:  praurija.com
                 A: ['178.218.165.53']
                MX: [('praurija.com', ['178.218.165.53'])]
                NS: [('ns1.ulimitserver.com', '178.218.172.170'), ('ns2.ulimitserver.com', '178.218.165.190')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: e-bioteka.com.hr
                 A: ['178.218.166.201']
                MX: [('e-bioteka.com.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: akutastik.com
                 A: ['178.218.166.201']
                MX: [('akutastik.com', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D:      leona.hr
                 A: ['178.218.166.201']
                MX: [('leona.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D:    sia.com.hr
                 A: ['178.218.166.201']
                MX: [('sia.com.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: eurolimbus.hr
                 A: ['178.218.166.201']
                MX: [('aspmx.l.google.com', ['173.194.76.26']), ('alt1.aspmx.l.google.com', ['74.125.205.26']), ('alt2.aspmx.l.google.com', ['74.125.68.26']), ('alt3.aspmx.l.google.com', ['108.177.97.27']), ('alt4.aspmx.l.google.com', ['74.125.195.27'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:_spf.google.com ~all"']
D: minibusworld.eu
                 A: ['178.218.166.201']
                MX: [('minibusworld.eu', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 a mx include:mojsite.com ?all"']
D: filmslikenoothers.com
                 A: ['178.218.166.201']
                MX: [('filmslikenoothers.com', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D:   kodadri.com
                 A: ['178.218.166.201']
                MX: [('kodadri.com', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D:    cerash.com
                 A: ['178.218.166.201']
                MX: [('cerash.com', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 ~all"']
D: komunikacijskiured.hr
                 A: ['178.218.166.201']
                MX: [('komunikacijskiured.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 ~all"']
D: commoffice.co
                 A: ['178.218.166.201']
                MX: [('commoffice.co', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 ~all"']
D: commoffice.hr
                 A: ['178.218.166.201']
                MX: [('commoffice-hr.mail.protection.outlook.com', ['104.47.10.36', '104.47.9.36'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"MS=ms64443693"', '"v=spf1 +a +mx +ip4:178.218.166.201 ~all"']
D: vitalis-doo.hr
                 A: ['178.218.166.201']
                MX: [('vitalis-doo.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D:   emzelic.net
                 A: ['178.218.166.201']
                MX: [('emzelic.net', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +ip4:178.218.165.196 +include:mojsite.com +include:plusvps.com -all"']
D: implant-centre-masnic.com
                 A: ['178.218.166.201']
                MX: [('implant-centre-masnic.com', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: dentalmasnic.com
                 A: ['178.218.166.201']
                MX: [('dentalmasnic.com', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: kongres-meetologue.eu
                 A: ['178.218.166.201']
                MX: [('kongres-meetologue.eu', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D:  ms-design.hr
                 A: ['178.218.166.210']
                MX: [('ms-design.hr', ['178.218.166.210'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.210 +ip4:178.218.166.201 +include:mojsite.com +include:mail.iskon.hr -all"']
D: ms-hydroprotect.com.hr
                 A: ['178.218.166.210']
                MX: [('ms-hydroprotect.com.hr', ['178.218.166.210'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 a mx include:mojsite.com ?all"']
D:      ptica.hr
                 A: ['178.218.166.201']
                MX: [('ptica.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: dubrovnikrentacar-ragusa.com
                 A: ['178.218.166.201']
                MX: [('dubrovnikrentacar-ragusa.com', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: apartmani-podstrana.com
                 A: ['178.218.166.201']
                MX: [('apartmani-podstrana.com', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D:   aska.org.rs
                 A: ['178.218.165.53']
                MX: [('aska.org.rs', ['178.218.165.53'])]
                NS: [('ns1.ulimitserver.com', '178.218.172.170'), ('ns2.ulimitserver.com', '178.218.165.190')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D:     10plan.hr
                 A: ['178.218.166.201']
                MX: [('10plan.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D:       fuge.hr
                 A: ['178.218.166.201']
                MX: [('fuge.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D:    pergul.com
                 A: ['178.218.166.201']
                MX: [('pergul.com', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D:    adaptor.hr
                 A: ['178.218.166.201']
                MX: [('adaptor.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: ribnjak-jovanovic.com
                 A: ['178.218.165.53']
                MX: [('ribnjak-jovanovic.com', ['178.218.165.53'])]
                NS: [('ns1.ulimitserver.com', '178.218.172.170'), ('ns2.ulimitserver.com', '178.218.165.190')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: medvjedici.eu
                 A: ['178.218.166.201']
                MX: [('medvjedici.eu', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: javnesluzbe.hr
                 A: ['178.218.166.201']
                MX: [('javnesluzbe.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: hlapicevducan.eu
                 A: ['178.218.166.201']
                MX: [('hlapicevducan.eu', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: drveneposude.eu
                 A: ['178.218.166.201']
                MX: [('drveneposude.eu', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D:     djecja.tv
                 A: ['178.218.166.201']
                MX: [('djecja.tv', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D:  maric.com.hr
                 A: ['178.218.166.201']
                MX: [('maric.com.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +ip4:188.138.72.172 ~all"']
D: archipelago-charter.com
                 A: ['178.218.166.201']
                MX: [('aspmx2.googlemail.com', ['74.125.205.26']), ('aspmx3.googlemail.com', ['74.125.68.27']), ('aspmx.l.google.com', ['173.194.76.26']), ('alt1.aspmx.l.google.com', ['74.125.205.26']), ('alt2.aspmx.l.google.com', ['74.125.68.26'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: archipelago.hr
                 A: ['178.218.166.201']
                MX: [('alt2.aspmx.l.google.com', ['74.125.68.26']), ('aspmx2.googlemail.com', ['74.125.205.26']), ('aspmx3.googlemail.com', ['74.125.68.27']), ('aspmx.l.google.com', ['173.194.76.26']), ('alt1.aspmx.l.google.com', ['74.125.205.26'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"google-site-verification=m-fDb9aCgzrA9OIOTUpNSOG9Q-mEugf5YUvFefY1Qvc"', '"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: archipelago-tours.com
                 A: ['178.218.166.201']
                MX: [('archipelago-tours.com', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: saint-blaise.eu
                 A: ['178.218.166.201']
                MX: [('saint-blaise.eu', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: igremladih.com
                 A: ['178.218.166.201']
                MX: [('igremladih.com', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: igremladih.hr
                 A: ['178.218.166.201']
                MX: [('igremladih.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: igremladih.org
                 A: ['178.218.166.201']
                MX: [('igremladih.org', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: bastionsplit.com
                 A: ['178.218.166.201']
                MX: [('mail.bastionsplit.com', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 ~all"']
D:      furia.hr
                 A: ['178.218.166.201']
                MX: [('alt4.aspmx.l.google.com', ['74.125.195.27']), ('furia-hr.mail.protection.outlook.com', ['104.47.14.36', '104.47.12.36']), ('aspmx.l.google.com', ['173.194.76.26']), ('alt1.aspmx.l.google.com', ['74.125.205.26']), ('alt2.aspmx.l.google.com', ['74.125.68.26']), ('alt3.aspmx.l.google.com', ['108.177.97.27'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 include:spf.protection.outlook.com -all"', '"MS=F498A6A4903950B6C88BCF30B26113189D526EF7"']
D: villa-montecolori.com
                 A: ['178.218.166.201']
                MX: [('villa-montecolori.com', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: villa-aurelia.com
                 A: ['178.218.166.201']
                MX: [('villa-aurelia.com', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: dnz-mladi.com
                 A: ['178.218.166.201']
                MX: [('dnz-mladi.com', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +ip4:89.145.113.188 ~all"']
D: goodyear.com.hr
                 A: ['178.218.166.201']
                MX: [('goodyear.com.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: terme-jezercica.hr
                 A: ['178.218.166.201']
                MX: [('terme-jezercica.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +ip4:176.62.8.9 +ip4:195.29.63.186 +include:mojsite.com +include:terme-jezercica.hr ~all"']
D:  stellars.net
                 A: ['178.218.166.201']
                MX: [('stellars.net', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: sound-news.net
                 A: ['178.218.166.201']
                MX: [('sound-news.net', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: zvucne-novosti.hr
                 A: ['178.218.166.201']
                MX: [('zvucne-novosti.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: mile-metal.com
                 A: ['178.218.165.53']
                MX: [('mile-metal.com', ['178.218.165.53'])]
                NS: [('ns1.ulimitserver.com', '178.218.172.170'), ('ns2.ulimitserver.com', '178.218.165.190')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D:  aktivator.hr
                 A: ['178.218.166.201']
                MX: [('aktivator.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D:  aktivator.rs
                 A: ['178.218.166.201']
                MX: [('aktivator.rs', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: aktivator.co.rs
                 A: ['178.218.166.201']
                MX: [('aktivator.co.rs', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D:   dptk-inf.hr
                 A: ['178.218.166.201']
                MX: [('dptk-inf.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D:   bb-metal.hr
                 A: ['178.218.166.201']
                MX: [('bb-metal.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: autoservis-slak.hr
                 A: ['178.218.166.201']
                MX: [('autoservis-slak.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: autocentaracs.hr
                 A: ['178.218.166.201']
                MX: [('autocentaracs.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D:      ztkgs.hr
                 A: ['178.218.166.201']
                MX: [('ztkgs.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: meattheking.com
                 A: ['178.218.166.201']
                MX: [('alt2.aspmx.l.google.com', ['74.125.68.26']), ('alt1.aspmx.l.google.com', ['74.125.205.26']), ('aspmx.l.google.com', ['173.194.76.26']), ('aspmx3.googlemail.com', ['74.125.68.27']), ('aspmx2.googlemail.com', ['74.125.205.27'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: camping-makarska-riviera.com
                 A: ['178.218.166.201']
                MX: [('camping-makarska-riviera.com', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: modus-interijeri.hr
                 A: ['178.218.166.201']
                MX: [('modus-interijeri.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 ~all"']
D: camping-croatia.com
                 A: ['178.218.166.201']
                MX: [('camping-croatia.com', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 ~all"']
D:     divlab.hr
                 A: ['178.218.166.201']
                MX: [('divlab.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: dinogasbg.com
                 A: ['178.218.165.53']
                MX: [('dinogasbg.com', ['178.218.165.53'])]
                NS: [('ns1.ulimitserver.com', '178.218.172.170'), ('ns2.ulimitserver.com', '178.218.165.190')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: cavallinotech.com
                 A: ['178.218.165.55']
                MX: [('cavallinotech.com', ['178.218.165.55'])]
                NS: [('ns1.ulimitserver.com', '178.218.172.170'), ('ns2.ulimitserver.com', '178.218.165.190')]
                TXT: ['"v=spf1 a mx include:ulimitserver.com ?all"']
D: iskraemeco.hr
                 A: ['178.218.166.201']
                MX: [('iskraemeco.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: carentahvar.com
                 A: ['178.218.166.201']
                MX: [('carentahvar.com', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D: najboljiprinter.hr
                 A: ['178.218.166.201']
                MX: [('najboljiprinter.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 a mx include:mojsite.com ?all"']
D:  akasa.com.hr
                 A: ['178.218.166.201']
                MX: [('alt2.aspmx.l.google.com', ['74.125.68.26']), ('aspmx2.googlemail.com', ['74.125.205.27']), ('alt1.aspmx.l.google.com', ['74.125.205.26']), ('aspmx.l.google.com', ['173.194.76.26']), ('aspmx3.googlemail.com', ['74.125.68.27'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +ip4:83.169.60.57 ~all"']
D: connector3d.com
                 A: ['178.218.166.201']
                MX: [('connector3d.com', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D:   easeaway.eu
                 A: ['178.218.166.201']
                MX: [('easeaway.eu', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D:     dil-93.hr
                 A: ['178.218.165.56']
                MX: [('mail.dil-93.hr', ['178.218.165.56'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.165.56 +ip4:178.218.166.201 +include:mojsite.com +include:plusvps.com ~all"']
D: mobile-masseur.com
                 A: ['178.218.166.201']
                MX: [('mobile-masseur.com', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +ip4:89.201.164.195 ~all"']
D:  mas-vital.hr
                 A: ['178.218.166.201']
                MX: [('mas-vital.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +ip4:89.201.164.195 ~all"']
D: meus-vital.hr
                 A: ['178.218.166.201']
                MX: [('meus-vital.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +ip4:89.201.164.195 ~all"']
D:    eux.com.hr
                 A: ['178.218.166.201']
                MX: [('mail.eux.com.hr', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
                TXT: ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all"']
D:        eux.co
                 A: ['178.218.166.201']
                MX: [('eux.co', ['178.218.166.201'])]
                NS: [('ns1.mojsite.com', '178.218.172.172'), ('ns2.mojsite.com', '178.218.165.165')]
